id,age_asvab,hgc_mom,hgc_dad,asvab_general_sci,asvab_arith_reasoning,asvab_word_know,asvab_para_comp,asvab_nmbr_oper,asvab_coding_speed,asvab_autoshop_info,asvab_math_know,asvab_mech_comp,asvab_electr_info,abl_social
1178,18,12,12,41.517006,58.687374,50.261105,52.165054,53.670517,50.582207,35.905636,54.424412,54.52766,43.182442,.0042865872
1179,18,12,12,41.517006,54.687374,53.261105,55.165054,54.670517,52.582207,38.905636,53.424412,52.52766,29.182442,-1.5475849
1188,18,12,12,57.517006,61.687374,51.261105,55.165054,54.670517,45.582207,64.905632,57.424412,67.527664,64.182442,1.1929871
1191,19,9,,40.458496,33.843353,40.976532,42.286331,48.241314,51.803143,39.889996,36.578781,38.399925,34.9828,.51858634
1192,18,,,39.517006,38.687374,43.261105,40.165054,50.670517,42.582207,40.905636,43.424412,51.52766,52.182442,-.045307428
1193,16,11,,45.455357,36.156311,43.406136,33.356766,40.308014,38.8382,40.688766,43.049904,49.276081,43.757961,.43220618
1195,18,3,12,55.517006,54.687374,51.261105,52.165054,56.670517,42.582207,38.905636,64.424408,47.52766,55.182442,-.045307428
1197,16,,12,47.455357,51.156311,51.406136,60.356766,47.308014,47.8382,54.688766,58.049904,60.276081,50.757961,-.46478644
1198,18,,,59.517006,50.687374,46.261105,52.165054,48.670517,48.582207,53.905636,56.424412,52.52766,45.182442,.57383984
1201,19,6,3,34.458496,41.843353,36.976532,45.286331,35.241314,39.803143,52.889996,41.578781,51.399925,41.9828,.27647236
1206,19,8,6,24.458494,44.843353,32.976532,39.286331,34.241314,35.803143,32.889996,38.578781,35.399925,31.9828,-.4856008
1213,19,8,,36.458496,33.843353,27.97653,24.286331,21.241314,26.803144,28.889996,36.578781,33.399925,29.9828,-.30366766
1214,16,8,,35.455357,31.156311,22.406136,30.356766,42.308014,44.8382,40.688766,38.049904,36.276081,38.757961,-.87755126
1215,18,8,,31.517008,38.687374,32.261105,28.165054,41.670517,33.582207,35.905636,42.424412,32.52766,36.182442,-.23782732
1217,18,11,,27.517008,38.687374,27.261103,28.165054,31.670517,33.582207,33.905636,36.424412,32.52766,31.182442,-.60099816
1218,16,11,,33.455357,43.156311,31.406136,30.356766,39.308014,51.8382,41.688766,38.049904,32.276081,33.757961,.96602792
1223,16,11,9,33.455357,37.156311,27.406136,24.356766,40.308014,25.8382,36.688766,37.049904,38.276081,47.757961,-1.1911281
1228,19,,6,52.458496,43.843353,52.976532,51.286331,38.241314,47.803143,34.889996,36.578781,38.399925,39.9828,-.34267485
1229,18,,9,47.517006,45.687374,55.261105,49.165054,46.670517,32.582207,47.905636,39.424412,41.52766,52.182442,1.0361986
1231,17,16,19,60,50,57,59,51,50,48,62,50,46,.056046039
1234,19,12,13,42.458496,36.843353,43.976532,33.286331,51.241314,50.803143,28.889996,38.578781,38.399925,27.9828,-.29308087
1235,18,12,13,35.517006,37.687374,33.261105,37.165054,60.670517,51.582207,44.905636,37.424412,47.52766,33.182442,-1.0494945
1236,17,12,13,36,43,34,50,61,60,33,49,40,37,.78238773
1239,19,12,12,48.458496,41.843353,48.976532,54.286331,36.241314,39.803143,57.889996,36.578781,40.399925,48.9828,-.27921841
1240,17,12,12,62,61,57,50,53,50,42,54,42,53,.52641141
1242,16,12,12,45.455357,40.156311,34.406136,33.356766,54.308014,35.8382,34.688766,40.049904,38.276081,45.757961,-.10161562
1243,18,11,6,55.517006,45.687374,56.261105,46.165054,37.670517,38.582207,60.905636,45.424412,51.52766,45.182442,-.2735588
1245,19,9,12,50.458496,33.843353,47.976532,42.286331,39.241314,34.803143,57.889996,35.578781,65.399925,55.9828,-.2434869
1246,18,9,,47.517006,42.687374,45.261105,55.165054,50.670517,46.582207,42.905636,43.424412,36.52766,36.182442,-.47994122
1247,17,9,9,46,39,39,35,39,28,42,32,52,42,-.76948357
1248,18,12,12,51.517006,39.687374,50.261105,52.165054,38.670517,32.582207,55.905636,47.424412,47.52766,52.182442,-.47994122
1251,17,12,12,42,40,46,53,53,52,44,43,42,42,-1.3390368
1253,17,12,14,38,51,37,56,42,45,35,48,38,39,-.22179931
1254,19,12,14,42.458496,41.843353,52.976532,60.286331,47.241314,53.803143,39.889996,42.578781,38.399925,39.9828,.68923718
1255,18,12,14,43.517006,63.687374,56.261105,61.165054,51.670517,66.582207,40.905636,57.424412,43.52766,38.182442,.93701071
1256,18,13,12,47.517006,39.687374,40.261105,37.165054,29.670517,35.582207,44.905636,39.424412,45.52766,43.182442,.48851439
1257,16,12,12,49.455357,48.156311,43.406136,39.356766,35.308014,38.8382,49.688766,44.049904,49.276081,50.757961,-.42905501
1258,19,12,9,50.458496,59.843353,52.976532,48.286331,60.241314,57.803143,50.889996,56.578781,57.399925,50.9828,.93135113
1267,17,,,52,46,55,56,46,45,57,46,59,42,-.96527922
1270,18,11,11,45.517006,46.687374,56.261105,58.165054,60.670517,51.582207,37.905636,59.424412,49.52766,52.182442,.11148104
1271,17,11,14,38,47,35,47,58,50,40,38,38,46,1.5113097
1273,18,12,9,61.517006,60.687374,54.261105,49.165054,39.670517,39.582207,62.905636,50.424412,54.52766,62.182442,.0042865872
1276,17,12,16,52,54,57,62,61,58,53,57,53,53,-.45590675
1277,16,12,14,55.455357,50.156311,51.406136,51.356766,55.308014,50.8382,45.688766,62.049904,47.276081,47.757961,.31114921
1281,17,12,12,42,51,56,62,42,50,44,66,59,46,-.35671878
1282,16,12,,41.455357,43.156311,32.406136,33.356766,32.308014,34.8382,38.688766,51.049904,39.276081,38.757961,-.94901425
1283,17,17,,62,64,61,56,62,58,49,66,57,58,.7466563
1284,18,10,14,43.517006,38.687374,33.261105,28.165054,35.670517,37.582207,44.905636,45.424412,41.52766,38.182442,-.43034723
1286,19,12,12,36.458496,33.843353,41.976532,30.286331,34.241314,47.803143,28.889996,28.578779,35.399925,34.9828,-1.0551541
1287,18,12,12,27.517008,37.687374,36.261105,28.165054,34.670517,42.582207,38.905636,40.424412,34.52766,41.182442,-.73591757
1289,17,12,12,34,45,35,38,47,46,37,43,37,42,.41921687
1292,16,10,12,51.455357,41.156311,44.406136,48.356766,38.308014,29.8382,43.688766,40.049904,54.276081,50.757961,-.25840405
1294,17,12,12,48,55,48,44,46,45,46,46,53,53,.83198172
1296,18,7,7,43.517006,37.687374,40.261105,55.165054,60.670517,56.582207,37.905636,47.424412,39.52766,36.182442,-.68632358
1304,16,12,16,53.455357,56.156311,53.406136,57.356766,53.308014,54.8382,50.688766,62.049904,39.276081,54.757961,-.22267257
1308,19,10,12,38.458496,32.843353,41.976532,27.286331,36.241314,41.803143,30.889996,33.578781,31.399923,34.9828,-1.5922515
1309,19,12,12,44.458496,55.843353,49.976532,45.286331,59.241314,53.803143,43.889996,55.578781,48.399925,43.9828,1.3441159
1310,19,12,12,38.458496,44.843353,44.976532,48.286331,51.241314,53.803143,37.889996,58.578781,42.399925,41.9828,-.57092625
1313,19,12,9,32.458496,32.843353,21.97653,24.286331,35.241314,31.803144,34.889996,36.578781,42.399925,27.9828,-.40027535
1314,18,12,12,27.517008,34.687374,29.261103,28.165054,52.670517,34.582207,33.905636,36.424412,34.52766,36.182442,-.47994122
1316,19,9,7,54.458496,45.843353,48.976532,33.286331,41.241314,26.803144,55.889996,36.578781,53.399925,48.9828,.93135113
1319,18,6,3,35.517006,31.687374,29.261103,31.165054,27.670517,27.582209,38.905636,40.424412,30.527662,33.182442,-1.0137631
1323,18,12,12,45.517006,60.687374,54.261105,55.165054,40.670517,46.582207,46.905636,62.424412,51.52766,55.182442,-.32315278
1324,18,13,14,37.517006,39.687374,45.261105,40.165054,54.670517,46.582207,31.905636,45.424412,49.52766,33.182442,.089612037
1326,18,12,8,47.517006,42.687374,50.261105,55.165054,47.670517,58.582207,35.905636,48.424412,43.52766,45.182442,-.60099816
1328,19,12,,44.458496,34.843353,35.976532,30.286331,60.241314,53.803143,28.889996,39.578781,42.399925,27.9828,-.12242995
1331,19,16,20,60.458496,45.843353,57.976532,51.286331,36.241314,40.803143,64.889992,47.578781,38.399925,53.9828,-.76344621
1332,17,16,20,54,34,61,53,47,44,57,46,55,60,1.0245016
1343,19,12,7,44.458496,41.843353,41.976532,48.286331,50.241314,55.803143,41.889996,38.578781,42.399925,46.9828,-.29308087
1356,18,12,16,55.517006,57.687374,59.261105,55.165054,60.670517,55.582207,35.905636,62.424412,49.52766,48.182442,-1.3412024
1362,18,14,14,55.517006,64.687378,59.261105,58.165054,60.670517,57.582207,44.905636,67.424408,56.52766,52.182442,-.081038892
1364,17,14,20,42,57,52,53,52,56,60,66,48,58,-.92627203
1368,19,12,16,54.458496,64.843353,57.976532,57.286331,44.241314,47.803143,55.889996,66.578781,48.399925,55.9828,-.65625173
1369,19,11,11,54.458496,47.843353,51.976532,51.286331,51.241314,44.803143,54.889996,50.578781,53.399925,50.9828,-.65625173
1370,16,11,11,41.455357,37.156311,35.406136,36.356766,46.308014,35.8382,36.688766,40.049904,39.276081,47.757961,-.45419964
1374,17,16,16,52,46,54,56,59,57,40,57,40,42,-1.2675738
1378,19,10,,36.458496,43.843353,30.97653,51.286331,46.241314,41.803143,39.889996,41.578781,33.399925,36.9828,-.98369104
1379,16,12,11,45.455357,43.156311,44.406136,45.356766,48.308014,45.8382,43.688766,46.049904,51.276081,47.757961,-.86696452
1380,19,8,9,38.458496,38.843353,31.97653,39.286331,41.241314,41.803143,34.889996,47.578781,38.399925,34.9828,.53244883
1381,17,12,12,20,38,25,26,28,26,35,37,37,32,-.23566183
1383,18,12,10,31.517008,30.687374,27.261103,28.165054,31.670517,27.582209,35.905636,39.424412,37.52766,33.182442,.53810835
1384,17,12,10,44,38,38,41,37,36,39,40,38,46,-.28525579
1385,16,12,10,47.455357,48.156311,45.406136,48.356766,44.308014,36.8382,41.688766,44.049904,34.276081,40.757961,.91643393
1387,19,10,,40.458496,29.843351,21.97653,42.286331,26.241314,22.803144,32.889996,38.578781,35.399925,39.9828,-.12242995
1395,17,12,12,50,42,56,41,62,41,39,44,38,32,1.4729979
1396,17,12,10,44,43,51,44,46,43,49,49,52,51,-.97586596
1399,18,10,16,45.517006,52.687374,54.261105,58.165054,60.670517,60.582207,40.905636,51.424412,47.52766,43.182442,-.72205508
1404,18,12,10,45.517006,41.687374,37.261105,34.165054,39.670517,29.582209,55.905636,42.424412,47.52766,41.182442,
1409,16,,11,55.455357,35.156311,51.406136,57.356766,47.308014,50.8382,47.688766,40.049904,41.276081,50.757961,-.3437295
1412,18,11,12,47.517006,41.687374,37.261105,43.165054,37.670517,30.582209,38.905636,39.424412,45.52766,36.182442,-.35888427
1417,16,9,12,41.455357,41.156311,40.406136,45.356766,43.308014,42.8382,49.688766,38.049904,45.276081,38.757961,-.39332345
1418,16,9,12,49.455357,50.156311,47.406136,48.356766,43.308014,29.8382,47.688766,49.049904,45.276081,47.757961,-1.1196651
1419,19,9,10,28.458494,36.843353,22.97653,30.286331,27.241314,40.803143,30.889996,36.578781,33.399925,36.9828,-.81304014
1420,18,12,12,51.517006,45.687374,50.261105,52.165054,47.670517,42.582207,53.905636,48.424412,54.52766,55.182442,.17493749
1421,19,12,12,38.458496,56.843353,49.976532,54.286331,60.241314,56.803143,43.889996,61.578781,50.399925,43.9828,-1.1404796
1425,18,12,14,57.517006,58.687374,50.261105,55.165054,49.670517,45.582207,53.905636,56.424412,64.527664,62.182442,.33172593
1426,18,13,15,51.517006,45.687374,53.261105,52.165054,60.670517,55.582207,51.905636,47.424412,51.52766,50.182442,-.031444907
1431,18,12,12,41.517006,49.687374,33.261105,40.165054,52.670517,52.582207,40.905636,48.424412,43.52766,41.182442,-.031444907
1434,19,6,4,40.458496,37.843353,21.97653,21.286331,28.241314,28.803144,27.889996,33.578781,38.399925,31.9828,-.41413781
1440,18,11,9,31.517008,35.687374,34.261105,37.165054,33.670517,37.582207,35.905636,39.424412,34.52766,38.182442,.161075
1442,16,8,,33.455357,35.156311,34.406136,39.356766,38.308014,44.8382,34.688766,43.049904,47.276081,33.757961,-.20881008
1443,17,12,,58,61,59,59,61,50,46,66,55,44,-.92627203
1444,19,10,11,46.458496,44.843353,40.976532,60.286331,51.241314,55.803143,41.889996,52.578781,48.399925,43.9828,.72496873
1445,17,10,11,42,38,43,50,54,57,40,52,44,51,.49067983
1450,19,,,36.458496,34.843353,26.97653,27.286331,45.241314,42.803143,37.889996,41.578781,33.399925,34.9828,-1.1900735
1452,16,6,6,37.455357,35.156311,30.406136,36.356766,48.308014,42.8382,40.688766,43.049904,38.276081,35.757961,-1.1553967
1454,16,9,7,39.455357,43.156311,45.406136,54.356766,55.308014,48.8382,36.688766,49.049904,38.276081,38.757961,-.45419964
1459,17,7,6,58,57,52,59,52,47,49,60,59,56,-.47777575
1466,17,12,,28,35,26,29,41,36,49,40,42,42,-.35671878
1472,17,10,8,42,39,42,32,42,49,40,41,31,44,-1.1326544
1476,17,9,,52,45,48,53,40,56,62,37,61,63,.042183548
1479,19,13,17,54.458496,63.843353,56.976532,60.286331,55.241314,59.803143,45.889996,61.578781,63.399925,60.9828,1.4651729
1483,16,,,31.455357,37.156311,21.406136,24.356766,20.308014,28.8382,32.688766,40.049904,34.276081,38.757961,-.71748722
1487,18,12,18,41.517006,46.687374,45.261105,52.165054,60.670517,65.582207,35.905636,42.424412,34.52766,41.182442,.17493749
1493,17,12,12,50,45,50,62,52,51,44,49,42,42,-.18606788
1501,17,16,16,54,66,59,62,47,52,67,63,65,68,.98877019
1502,16,16,16,61.455357,66.156311,58.406136,60.356766,62.308014,59.8382,54.688766,66.049904,45.276081,52.757961,.56712562
1507,19,14,16,48.458496,41.843353,53.976532,57.286331,58.241314,63.803143,43.889996,44.578781,42.399925,46.9828,-.32881236
1508,16,14,16,57.455357,67.156311,61.406136,57.356766,62.308014,63.8382,43.688766,63.049904,58.276081,52.757961,-.59970593
1510,17,12,14,46,57,47,56,44,53,42,52,50,44,-.68415815
1513,19,16,14,46.458496,33.843353,45.976532,45.286331,35.241314,32.803143,39.889996,39.578781,35.399925,41.9828,.73883122
1515,18,12,11,47.517006,46.687374,50.261105,43.165054,50.670517,50.582207,44.905636,50.424412,60.52766,55.182442,-.031444907
1518,19,,12,40.458496,37.843353,39.976532,33.286331,39.241314,45.803143,43.889996,38.578781,50.399925,36.9828,-.57092625
1523,16,12,8,45.455357,41.156311,44.406136,51.356766,44.308014,40.8382,54.688766,48.049904,47.276081,45.757961,-.86696452
1530,16,6,12,39.455357,44.156311,44.406136,39.356766,44.308014,42.8382,38.688766,43.049904,41.276081,35.757961,-.46478644
1531,18,13,12,43.517006,53.687374,38.261105,49.165054,60.670517,35.582207,37.905636,54.424412,43.52766,36.182442,-.68632358
1532,16,12,9,37.455357,47.156311,35.406136,63.356766,62.308014,46.8382,38.688766,57.049904,47.276081,38.757961,.46793765
1535,19,12,10,40.458496,43.843353,41.976532,36.286331,35.241314,39.803143,39.889996,42.578781,27.399923,46.9828,-.36454383
1536,18,12,10,41.517006,38.687374,42.261105,40.165054,34.670517,29.582209,46.905636,39.424412,32.52766,38.182442,-.60099816
1540,18,6,6,39.517006,37.687374,40.261105,58.165054,59.670517,62.582207,38.905636,53.424412,45.52766,36.182442,-.60099816
1542,19,12,7,44.458496,40.843353,32.976532,42.286331,37.241314,28.803144,64.889992,38.578781,48.399925,57.9828,-.74157721
1543,18,12,10,35.517006,34.687374,43.261105,31.165054,37.670517,39.582207,53.905636,42.424412,34.52766,43.182442,-.47994122
1544,19,11,11,42.458496,44.843353,36.976532,45.286331,49.241314,49.803143,39.889996,39.578781,48.399925,36.9828,-.25734937
1548,19,10,10,38.458496,44.843353,47.976532,48.286331,48.241314,41.803143,36.889996,44.578781,35.399925,34.9828,-.65625173
1555,19,12,14,64.458496,51.843353,53.976532,51.286331,57.241314,48.803143,54.889996,64.578781,61.399925,62.9828,.8241567
1556,18,12,14,51.517006,60.687374,45.261105,55.165054,51.670517,54.582207,58.905636,59.424412,64.527664,59.182442,-.16636434
1557,18,12,14,41.517006,46.687374,43.261105,31.165054,46.670517,43.582207,37.905636,39.424412,54.52766,52.182442,-1.2916085
1558,17,12,14,40,62,43,53,61,57,42,44,52,42,-.23566183
1560,19,12,18,44.458496,48.843353,38.976532,42.286331,41.241314,38.803143,52.889996,33.578781,46.399925,50.9828,-1.2615365
1561,16,16,,49.455357,55.156311,48.406136,51.356766,52.308014,31.8382,45.688766,49.049904,45.276081,38.757961,.10476678
1565,17,13,14,68,62,59,56,41,59,62,58,63,53,.41921687
1568,19,12,14,52.458496,47.843353,58.976532,60.286331,41.241314,43.803143,48.889996,52.578781,44.399925,46.9828,-.050966963
1569,19,12,12,66.458496,53.843353,57.976532,54.286331,39.241314,34.803143,52.889996,47.578781,53.399925,62.9828,.11968397
1571,18,12,16,51.517006,45.687374,60.261105,58.165054,45.670517,54.582207,46.905636,50.424412,43.52766,55.182442,-.15250185
1574,19,12,15,60.458496,57.843353,56.976532,57.286331,52.241314,54.803143,48.889996,64.578781,59.399925,60.9828,.048221007
1578,18,,14,37.517006,41.687374,40.261105,28.165054,31.670517,38.582207,62.905636,43.424412,56.52766,52.182442,-.80738056
1579,19,,12,40.458496,40.843353,39.976532,36.286331,51.241314,36.803143,43.889996,36.578781,35.399925,36.9828,-.2434869
1580,18,12,12,49.517006,35.687374,43.261105,34.165054,39.670517,39.582207,60.905636,42.424412,43.52766,43.182442,.4527829
1581,18,12,,29.517008,30.687374,41.261105,37.165054,44.670517,38.582207,37.905636,36.424412,41.52766,31.182442,-.045307428
1585,18,16,13,43.517006,49.687374,47.261105,55.165054,50.670517,45.582207,51.905636,45.424412,51.52766,52.182442,-.80738056
1586,17,16,13,52,49,50,59,56,38,49,60,50,46,.17710298
1589,19,12,12,46.458496,45.843353,53.976532,54.286331,59.241314,58.803143,54.889996,55.578781,46.399925,41.9828,.32606637
1590,19,11,11,40.458496,37.843353,40.976532,45.286331,51.241314,42.803143,54.889996,38.578781,44.399925,53.9828,-.29308087
1591,17,11,11,48,47,47,44,44,52,58,40,50,44,.57600534
1592,16,11,11,47.455357,46.156311,39.406136,45.356766,47.308014,54.8382,43.688766,40.049904,47.276081,43.757961,-1.2797292
1595,18,12,12,57.517006,41.687374,54.261105,55.165054,38.670517,33.582207,53.905636,37.424412,52.52766,50.182442,-.0095758736
1597,18,10,12,51.517006,50.687374,50.261105,55.165054,54.670517,60.582207,51.905636,59.424412,54.52766,52.182442,.29599443
1598,16,10,12,43.455357,55.156311,52.406136,48.356766,56.308014,60.8382,47.688766,62.049904,43.276081,38.757961,.033303782
1601,18,12,12,49.517006,44.687374,49.261105,55.165054,59.670517,54.582207,58.905636,47.424412,45.52766,43.182442,.36745739
1602,16,12,12,43.455357,47.156311,49.406136,51.356766,54.308014,54.8382,52.688766,55.049904,43.276081,52.757961,-.82795733
1612,19,12,12,56.458496,47.843353,54.976532,54.286331,53.241314,52.803143,59.889996,47.578781,57.399925,55.9828,.20500939
1613,16,12,12,45.455357,51.156311,56.406136,39.356766,50.308014,51.8382,45.688766,55.049904,64.276077,43.757961,.019441336
1618,19,12,12,44.458496,57.843353,47.976532,57.286331,51.241314,42.803143,59.889996,49.578781,55.399925,48.9828,-.32881236
1621,17,17,17,62,66,57,53,60,56,58,66,57,60,.69706225
1624,18,16,12,49.517006,65.687378,60.261105,58.165054,59.670517,60.582207,55.905636,65.424408,60.52766,55.182442,1.2287186
1625,17,16,16,66,59,59,59,57,56,51,65,61,60,.69706225
1626,17,16,14,60,65,60,59,62,67,58,66,67,58,.33389145
1627,16,16,14,55.455357,47.156311,45.406136,48.356766,39.308014,38.8382,61.688766,40.049904,56.276081,59.757961,.68818253
1629,19,12,12,54.458496,47.843353,52.976532,54.286331,50.241314,45.803143,50.889996,53.578781,55.399925,50.9828,.11968397
1630,17,12,12,52,55,50,56,52,54,60,66,63,63,-.92627203
1631,18,12,16,67.517006,64.687378,60.261105,58.165054,59.670517,55.582207,56.905636,65.424408,66.527664,69.182442,.9508732
1632,17,12,16,66,66,59,62,58,56,66,68,70,58,-.85480905
1633,16,12,16,57.455357,60.156311,53.406136,60.356766,62.308014,56.8382,49.688766,58.049904,51.276081,57.757961,-.22267257
1635,18,12,12,51.517006,45.687374,43.261105,55.165054,52.670517,52.582207,53.905636,51.424412,52.52766,48.182442,-1.4265279
1636,18,12,12,43.517006,44.687374,42.261105,52.165054,59.670517,32.582207,53.905636,54.424412,51.52766,45.182442,-.85697454
1637,18,16,16,37.517006,57.687374,47.261105,52.165054,44.670517,39.582207,51.905636,48.424412,41.52766,50.182442,-.72205508
1639,18,18,,51.517006,65.687378,60.261105,55.165054,58.670517,51.582207,53.905636,65.424408,52.52766,52.182442,.69489682
1644,19,6,4,44.458496,40.843353,47.976532,54.286331,50.241314,44.803143,34.889996,39.578781,33.399925,41.9828,-1.4321874
1646,16,12,10,31.455357,35.156311,36.406136,45.356766,50.308014,54.8382,32.688766,46.049904,45.276081,38.757961,-.91328281
1648,19,9,,26.458494,34.843353,26.97653,33.286331,57.241314,57.803143,36.889996,35.578781,42.399925,36.9828,-1.63857
1650,18,8,12,29.517008,42.687374,29.261103,37.165054,35.670517,48.582207,38.905636,37.424412,49.52766,31.182442,-1.063357
1651,17,11,9,52,58,52,50,62,65,58,63,52,39,-.23566183
1652,19,12,18,60.458496,57.843353,57.976532,57.286331,60.241314,41.803143,61.889996,63.578781,61.399925,57.9828,.20500939
1658,18,12,12,57.517006,60.687374,60.261105,61.165054,50.670517,50.582207,56.905636,64.424408,64.527664,45.182442,.6095714
1659,17,12,12,46,55,50,47,52,45,55,54,50,46,.12750903
1661,18,12,12,35.517006,35.687374,45.261105,43.165054,25.670517,43.582207,38.905636,40.424412,41.52766,31.182442,-1.6653661
1662,18,12,12,47.517006,45.687374,55.261105,58.165054,57.670517,46.582207,42.905636,40.424412,47.52766,52.182442,.53810835
1663,16,12,12,55.455357,44.156311,47.406136,42.356766,41.308014,41.8382,59.688766,44.049904,53.276081,54.757961,-.10161562
1665,17,12,14,50,55,56,59,57,54,55,58,63,53,.78238773
1666,17,12,14,40,32,37,32,53,54,46,40,37,42,-.19993034
1667,16,12,12,61.455357,48.156311,57.406136,54.356766,39.308014,41.8382,67.688766,43.049904,58.276081,59.757961,-.87755126
1669,17,12,16,66,51,56,59,53,58,67,65,65,58,1.5583234
1670,17,18,18,68,65,60,56,59,54,66,66,65,65,.12750903
1676,19,13,13,64.458496,59.843353,57.976532,54.286331,50.241314,60.803143,48.889996,60.578781,55.399925,46.9828,-.62052023
1677,17,13,13,52,54,51,59,51,46,55,51,61,53,-.029279411
1679,17,14,12,64,55,51,50,56,54,66,58,65,63,.95303869
1680,19,16,,48.458496,37.843353,49.976532,48.286331,60.241314,62.803143,37.889996,42.578781,51.399925,50.9828,.77456272
1681,18,18,14,49.517006,49.687374,58.261105,37.165054,50.670517,43.582207,47.905636,51.424412,39.52766,33.182442,.075749546
1682,19,12,12,52.458496,41.843353,51.976532,45.286331,34.241314,41.803143,50.889996,46.578781,55.399925,43.9828,-.037104502
1687,19,10,,36.458496,32.843353,22.97653,21.286331,19.241314,23.803144,37.889996,35.578781,33.399925,31.9828,-1.3111305
1692,19,6,6,36.458496,30.843351,35.976532,30.286331,29.241314,28.803144,52.889996,41.578781,36.399925,41.9828,-.023242012
1695,17,8,,38,34,33,26,29,40,46,41,38,49,-.55251437
1696,18,,,41.517006,38.687374,40.261105,40.165054,39.670517,40.582207,47.905636,42.424412,36.52766,38.182442,.089612037
1697,19,11,6,38.458496,47.843353,40.976532,33.286331,40.241314,41.803143,55.889996,39.578781,46.399925,43.9828,1.1873275
1702,19,,,42.458496,45.843353,44.976532,48.286331,44.241314,38.803143,50.889996,42.578781,51.399925,43.9828,1.1873275
1703,17,12,,48,46,44,47,62,44,39,49,42,34,.24856594
1705,16,11,12,31.455357,39.156311,34.406136,30.356766,37.308014,57.8382,32.688766,37.049904,39.276081,33.757961,-.7922259
1709,16,16,16,63.455357,62.156311,58.406136,60.356766,52.308014,52.8382,58.688766,66.049904,60.276081,57.757961,-.53624946
1715,19,15,16,48.458496,44.843353,51.976532,57.286331,41.241314,41.803143,43.889996,53.578781,57.399925,46.9828,.93135113
1716,19,12,16,36.458496,41.843353,45.976532,48.286331,60.241314,53.803143,41.889996,44.578781,38.399925,48.9828,.56818026
1717,18,,16,53.517006,49.687374,54.261105,43.165054,57.670517,43.582207,46.905636,48.424412,54.52766,59.182442,.65916532
1723,18,2,0,31.517008,39.687374,43.261105,40.165054,60.670517,64.582207,29.905636,45.424412,34.52766,36.182442,1.0223361
1724,17,,,30,43,38,41,48,53,46,43,42,46,-.029279411
1725,18,9,9,37.517006,34.687374,36.261105,40.165054,44.670517,42.582207,38.905636,36.424412,34.52766,36.182442,-.80738056
1726,18,12,12,31.517008,42.687374,36.261105,40.165054,53.670517,61.582207,37.905636,47.424412,30.527662,33.182442,-.56526667
1727,16,12,12,39.455357,44.156311,34.406136,42.356766,46.308014,51.8382,41.688766,49.049904,43.276081,38.757961,-1.6892185
1731,17,12,12,44,62,54,59,51,48,60,43,61,51,-.76948357
1733,19,17,12,46.458496,57.843353,47.976532,60.286331,59.241314,54.803143,46.889996,64.578781,42.399925,31.9828,.27647236
1734,18,17,12,47.517006,58.687374,58.261105,52.165054,59.670517,57.582207,49.905636,64.424408,62.52766,43.182442,-.35888427
1736,17,16,16,50,51,47,56,53,57,40,55,50,37,-.47777575
1737,18,8,12,51.517006,63.687374,60.261105,52.165054,51.670517,42.582207,42.905636,64.424408,56.52766,62.182442,1.7625402
1745,16,16,18,57.455357,58.156311,57.406136,63.356766,62.308014,49.8382,41.688766,60.049904,47.276081,61.757961,.91643393
1748,18,20,20,67.517006,57.687374,58.261105,61.165054,50.670517,46.582207,55.905636,61.424412,64.527664,59.182442,-.80738056
1752,17,,,32,34,34,41,37,50,31,38,38,44,.29815993
1755,18,12,,47.517006,49.687374,40.261105,37.165054,57.670517,28.582209,55.905636,47.424412,37.52766,45.182442,-.65059215
1756,17,5,,58,62,59,56,55,47,62,68,61,56,.028321028
1758,17,14,13,30,34,37,32,43,48,33,37,38,30,-1.1822485
1759,19,12,11,44.458496,37.843353,32.976532,39.286331,45.241314,28.803144,37.889996,35.578781,42.399925,43.9828,.48285478
1761,17,13,20,50,59,39,50,59,37,62,46,55,46,.52641141
1762,18,14,20,45.517006,39.687374,37.261105,34.165054,41.670517,42.582207,58.905636,48.424412,52.52766,52.182442,-.0095758736
1763,19,14,13,50.458496,49.843353,52.976532,54.286331,50.241314,44.803143,57.889996,60.578781,48.399925,55.9828,-.086698458
1764,16,12,12,51.455357,39.156311,49.406136,33.356766,30.308014,31.8382,63.688766,43.049904,53.276081,59.757961,.53139406
1767,18,16,16,61.517006,61.687374,54.261105,55.165054,50.670517,45.582207,64.905632,61.424412,67.527664,64.182442,.53810835
1768,18,10,10,49.517006,44.687374,50.261105,49.165054,49.670517,42.582207,40.905636,45.424412,43.52766,45.182442,-.6367296
1769,17,10,10,44,42,43,50,46,47,37,35,42,44,-.47777575
1775,17,9,10,38,45,43,44,57,32,42,46,50,42,-.18606788
1776,19,14,18,44.458496,40.843353,49.976532,51.286331,37.241314,51.803143,50.889996,49.578781,46.399925,41.9828,1.2230589
1780,18,14,20,57.517006,65.687378,49.261105,52.165054,53.670517,50.582207,49.905636,62.424412,64.527664,57.182442,-.52953517
1782,19,11,10,54.458496,43.843353,53.976532,57.286331,50.241314,51.803143,64.889992,52.578781,63.399925,60.9828,.048221007
1784,17,12,15,64,57,60,53,42,43,57,58,52,60,1.0383642
1785,19,8,12,32.458496,40.843353,27.97653,30.286331,40.241314,23.803144,39.889996,38.578781,36.399925,27.9828,-.89836562
1786,17,8,12,42,45,38,47,52,40,39,49,42,49,-.44204423
